,record_id,annotation_index,event_center_sample,epoch_start_sample,epoch_end_sample,epoch_start_sec,epoch_end_sec,sao2_mean,sao2_std,pr_mean,pr_std,eeg_sec_mean,eeg_sec_std,ecg_mean,ecg_std,emg_mean,emg_std,eog_l_mean,eog_l_std,eog_r_mean,eog_r_std,eeg_mean,eeg_std,airflow_mean,airflow_std,thor_res_mean,thor_res_std,abdo_res_mean,abdo_res_std
pr_std,,-0.06604567033262515,-0.019061179095219948,-0.018923943481640997,-0.018923943481641024,-0.018923943481640997,-0.018923943481641024,-0.1357915028384971,0.5313442257927611,0.3666755678036284,1.0,0.029043628480347593,0.10771590034207082,0.07820792755695535,0.23424929592077107,-0.22045969195341217,0.33703790675335504,0.020188290330787916,0.19622423327476488,0.007579512735484856,0.18693256775888667,-0.06949823423806573,0.10096182127377303,-0.09832532073620295,0.02080794465755863,-0.2725377355221451,0.44219065979091543,-0.17653342790170978,0.5085295686963359
eeg_sec_mean,,0.007877977460208976,-0.019558339677137857,-0.019515968482232176,-0.019515968482232176,-0.019515968482232176,-0.019515968482232176,0.062439693173234584,-0.0032990686364025167,-0.09956796534000667,0.029043628480347593,1.0,-0.14046778570584714,0.07227960017027037,0.033476913473703,-0.029831236379726067,-0.012343765584900272,0.17869032787640238,0.0005170556547633634,0.20684672707444582,-0.01313473182472774,0.3993834846794019,-0.05900127719626107,0.025280188102412508,0.02646871378297617,-0.12123318388555786,-0.01873436210997234,-0.03609866009332697,-0.028254024135109284
eeg_sec_std,,-0.1349955926097627,-0.08568964154520309,-0.08565381260699788,-0.08565381260699788,-0.08565381260699788,-0.08565381260699788,0.041757550186955074,-0.019217620167982098,-0.10952133429765508,0.10771590034207082,-0.14046778570584714,1.0,0.07725077783051466,0.32030754492275987,-0.1218370196521977,0.24879503011824872,-0.10262501390646195,0.16930021400664755,-0.11355588466274207,0.15251060775932299,-0.15393237794323833,0.6290654138202231,0.036721976742566366,0.1270457731702451,-0.05296596996039753,0.3056248972306712,-0.2863149091579863,0.22399226474381664
ecg_mean,,0.14172841674409434,0.1834944255880986,0.18356893711892025,0.18356893711892033,0.18356893711892025,0.18356893711892033,0.1805789554449905,0.01732188373345352,-0.20699481385383617,0.07820792755695535,0.07227960017027037,0.07725077783051466,1.0,0.08505131399103467,0.09302554082369507,-0.04421114995664461,-0.12265991350322585,-0.144120254665561,-0.0544736200103389,-0.15229923936041842,-0.030749233766507015,0.0701536827769472,-0.040297392105473985,-0.06143295028005871,0.012799714977316797,0.1682719091832726,0.028266290107216985,0.016596917170313606
ecg_std,,-0.16656627426117623,-0.129999015707824,-0.12993279371698574,-0.12993279371698582,-0.12993279371698574,-0.12993279371698582,0.032626339372949426,-0.0025196426448626367,0.08415643876219808,0.23424929592077107,0.033476913473703,0.32030754492275987,0.08505131399103467,1.0,-0.21408268145843914,0.4718131735409744,-0.09448528925477599,0.2201321946598479,-0.13627645669300506,0.19766407422675566,0.004162256180092858,0.39957357479634875,-0.008764300551611913,0.11212659292343372,-0.11709355601628099,0.4422337260471217,-0.383543940941852,0.4629490257784063
emg_mean,,0.16709276150347593,0.09363924323759734,0.09355241295009077,0.0935524129500909,0.09355241295009077,0.0935524129500909,-0.07316686955144291,0.006875376441013726,-0.18259320421261033,-0.22045969195341217,-0.029831236379726067,-0.1218370196521977,0.09302554082369507,-0.21408268145843914,1.0,-0.5661066316920054,-0.11434139067965662,-0.12371540404499592,0.03772131845229349,-0.1087662079381041,-0.06878008811098409,-0.16934659937679986,-0.14066816868119905,0.0077987893768601884,0.0728455697738168,-0.252444286032462,0.16495114345833733,-0.32420679775174
emg_std,,-0.20393432094580558,-0.011677334599792422,-0.011522905348889336,-0.01152290534888942,-0.011522905348889336,-0.01152290534888942,0.019296087758734027,-0.0020030643252089476,0.24784094259961714,0.33703790675335504,-0.012343765584900272,0.24879503011824872,-0.04421114995664461,0.4718131735409744,-0.5661066316920054,1.0,-0.08330392234843602,0.40718402592517183,-0.1891043146227946,0.4057384995720405,-0.12089847493456725,0.4131016018715472,0.08327502672525515,0.006236328704112161,-0.2560649506761194,0.5789702394047456,-0.3356413221638803,0.5552613221065261
eog_l_mean,,-0.020610945556752684,-0.07996396104465504,-0.08000530575824027,-0.08000530575824026,-0.08000530575824027,-0.08000530575824026,-0.015506350787407433,-0.04133102881706752,0.02130165398648491,0.020188290330787916,0.17869032787640238,-0.10262501390646195,-0.12265991350322585,-0.09448528925477599,-0.11434139067965662,-0.08330392234843602,1.0,-0.05847500722634949,0.5434488581526137,-0.05128307281381907,0.4360739758483326,-0.16391818449858822,0.05766898289131468,0.04192682216358742,-0.0010877661917341138,-0.14335309824664771,0.10318916373124738,-0.17589677749989635
eog_l_std,,-0.11350957043518363,-0.04238155518651652,-0.0423323068098093,-0.04233230680980932,-0.0423323068098093,-0.04233230680980932,-0.1695111450619779,0.08149739247883589,0.26910323756949245,0.19622423327476488,0.0005170556547633634,0.16930021400664755,-0.144120254665561,0.2201321946598479,-0.12371540404499592,0.40718402592517183,-0.05847500722634949,1.0,-0.051354424994513086,0.8490155012557971,-0.04126993441120329,0.2356067265525975,0.03274424875696311,-0.02675777209654445,-0.1516450919167803,0.1815109914626244,-0.2157890272375729,0.3065120974571365
eog_r_mean,,0.0856553201393341,0.013574303907633034,0.013473712645446204,0.013473712645446202,0.013473712645446204,0.013473712645446202,0.002009627689810784,-0.012695061313854993,-0.017052670496170725,0.007579512735484856,0.20684672707444582,-0.11355588466274207,-0.0544736200103389,-0.13627645669300506,0.03772131845229349,-0.1891043146227946,0.5434488581526137,-0.051354424994513086,1.0,-0.0016710527151013563,0.2425483419754427,-0.1615567613174078,-0.025954143635878203,-0.020375019392535863,0.02451995321877721,-0.15897536631544235,0.11689193882213691,-0.21949784832602556
eog_r_std,,0.025980844881224385,0.11147063745550116,0.11152681552523179,0.11152681552523179,0.11152681552523179,0.11152681552523179,-0.1801207477351815,0.04573625826467925,0.3598817500687231,0.18693256775888667,-0.01313473182472774,0.15251060775932299,-0.15229923936041842,0.19766407422675566,-0.1087662079381041,0.4057384995720405,-0.05128307281381907,0.8490155012557971,-0.0016710527151013563,1.0,-0.06959409757695662,0.2811645721953767,0.08673286308346946,-0.1125246214251377,-0.1685763254834214,0.2173895933025209,-0.24293511824310304,0.3420019361323691
eeg_mean,,0.039792976788609706,-0.06410460479463335,-0.06405981607695259,-0.06405981607695259,-0.06405981607695259,-0.06405981607695259,0.008917746261029707,0.026339415333277723,-0.03302681194863005,-0.06949823423806573,0.3993834846794019,-0.15393237794323833,-0.030749233766507015,0.004162256180092858,-0.06878008811098409,-0.12089847493456725,0.4360739758483326,-0.04126993441120329,0.2425483419754427,-0.06959409757695662,1.0,-0.27539823572295463,0.040699761394306117,0.03677084677103309,-0.13525528113844534,-0.1796824086733268,-0.17442324399688935,-0.11646761441893777
eeg_std,,-0.2154126099379057,-0.09516499434817804,-0.09510973031023802,-0.09510973031023799,-0.09510973031023802,-0.09510973031023799,0.037287452466021845,-0.03072926764473371,-0.09352079614265577,0.10096182127377303,-0.05900127719626107,0.6290654138202231,0.0701536827769472,0.39957357479634875,-0.16934659937679986,0.4131016018715472,-0.16391818449858822,0.2356067265525975,-0.1615567613174078,0.2811645721953767,-0.27539823572295463,1.0,0.07023889366807362,0.10828552188885757,-0.05862001627079797,0.5353165434899957,-0.3208047276309359,0.4074036720463766
airflow_mean,,0.1411314234595978,0.15943665569120077,0.15943005537636276,0.15943005537636276,0.15943005537636276,0.15943005537636276,-0.009866489180060525,-0.1784807884652256,0.19350195688750277,-0.09832532073620295,0.025280188102412508,0.036721976742566366,-0.040297392105473985,-0.008764300551611913,-0.14066816868119905,0.08327502672525515,0.05766898289131468,0.03274424875696311,-0.025954143635878203,0.08673286308346946,0.040699761394306117,0.07023889366807362,1.0,-0.24969707579615355,0.14311201653535963,0.04160227152061404,0.12063162117507453,0.07618521629301664
airflow_std,,-0.6707646334231226,-0.7850726042767193,-0.7851244574136893,-0.7851244574136894,-0.7851244574136893,-0.7851244574136894,0.2720711152280419,0.01565733796784301,-0.5362633090732113,0.02080794465755863,0.02646871378297617,0.1270457731702451,-0.06143295028005871,0.11212659292343372,0.0077987893768601884,0.006236328704112161,0.04192682216358742,-0.02675777209654445,-0.020375019392535863,-0.1125246214251377,0.03677084677103309,0.10828552188885757,-0.24969707579615355,1.0,0.0387929484206939,0.03438399625879674,-0.05330774344740763,-0.09664332312117392
thor_res_mean,,0.020509184680333536,-0.03816368868334742,-0.03823905243417448,-0.03823905243417447,-0.03823905243417448,-0.03823905243417447,0.17367681493256606,-0.158930951293408,-0.19779111174318975,-0.2725377355221451,-0.12123318388555786,-0.05296596996039753,0.012799714977316797,-0.11709355601628099,0.0728455697738168,-0.2560649506761194,-0.0010877661917341138,-0.1516450919167803,0.02451995321877721,-0.1685763254834214,-0.13525528113844534,-0.05862001627079797,0.14311201653535963,0.0387929484206939,1.0,-0.35191449722735274,0.6120338954967056,-0.39035481310304365
thor_res_std,,-0.1306404013337484,0.0433391550274307,0.04338919304674732,0.043389193046747265,0.04338919304674732,0.043389193046747265,-0.07116231364638621,0.1647120108104975,0.18132966273532927,0.44219065979091543,-0.01873436210997234,0.3056248972306712,0.1682719091832726,0.4422337260471217,-0.252444286032462,0.5789702394047456,-0.14335309824664771,0.1815109914626244,-0.15897536631544235,0.2173895933025209,-0.1796824086733268,0.5353165434899957,0.04160227152061404,0.03438399625879674,-0.35191449722735274,1.0,-0.3877371468228407,0.8547473218420426
abdo_res_mean,,0.11287732478687783,0.04985816499829833,0.04975513344075499,0.04975513344075504,0.04975513344075499,0.04975513344075504,0.1243041075587969,-0.07613837039391819,-0.14853751465243567,-0.17653342790170978,-0.03609866009332697,-0.2863149091579863,0.028266290107216985,-0.383543940941852,0.16495114345833733,-0.3356413221638803,0.10318916373124738,-0.2157890272375729,0.11689193882213691,-0.24293511824310304,-0.17442324399688935,-0.3208047276309359,0.12063162117507453,-0.05330774344740763,0.6120338954967056,-0.3877371468228407,1.0,-0.5211532174177748
abdo_res_std,,-0.09347345654127975,0.0824293829238746,0.08248491648252455,0.08248491648252444,0.08248491648252455,0.08248491648252444,-0.22299032329501114,0.22660098838527135,0.4161259560092478,0.5085295686963359,-0.028254024135109284,0.22399226474381664,0.016596917170313606,0.4629490257784063,-0.32420679775174,0.5552613221065261,-0.17589677749989635,0.3065120974571365,-0.21949784832602556,0.3420019361323691,-0.11646761441893777,0.4074036720463766,0.07618521629301664,-0.09664332312117392,-0.39035481310304365,0.8547473218420426,-0.5211532174177748,1.0
