,epoch_index,epoch_start_sample,epoch_end_sample,epoch_start_sec,epoch_end_sec,ecg_mean,ecg_std,bp_mean,bp_std,eeg_c4_a1_mean,eeg_c4_a1_std,resp_sum_mean,resp_sum_std,eeg_o2_a1_mean,eeg_o2_a1_std,resp_nasal_mean,resp_nasal_std,eeg_c3_o1_mean,eeg_c3_o1_std,resp_chest_mean,resp_chest_std,eog_mean,eog_std,emg_mean,emg_std,resp_abdominal_mean,resp_abdominal_std,eog_right_mean,eog_right_std,sv_mean,sv_std,so2_mean,so2_std,resp_abdomen_mean,resp_abdomen_std
eeg_c4_a1_std,-0.09881016183438096,-0.10141104737442566,-0.10141104737442566,-0.10141104737442566,-0.10141104737442566,0.18436926290359246,0.23950040910115297,-0.3466895427177597,-0.11530525176876592,-0.20572618775868945,1.0,0.50474760051591,0.4066164343024327,,,0.3721603160978813,0.2158083387076528,,,0.019480707268122763,0.37689935766444743,-0.012941309181996843,0.07991419656786271,-0.40897209062772005,-0.15822819543632413,0.10360327258842765,-0.09065262753244653,0.031567974753919745,0.2346775639323152,,,,,,
resp_sum_mean,-0.26253559089718775,-0.26253559089718775,-0.26253559089718775,-0.26253559089718775,-0.26253559089718775,0.16296786750175773,-0.09060474257541834,-0.39260819314241685,0.09788052551353706,-0.17129295760492683,0.50474760051591,1.0,0.3237463777421678,,,,,,,,,,,,,,,,,,,,,,
resp_sum_std,-0.5330257423655497,-0.5330257423655497,-0.5330257423655497,-0.5330257423655497,-0.5330257423655497,0.40271535176931084,0.2472694736489467,0.04291360740587713,-0.03357809280796869,-0.060781235168982865,0.4066164343024327,0.3237463777421678,1.0,,,,,,,,,,,,,,,,,,,,,,
eeg_o2_a1_mean,-0.01563550687238125,-0.01563550687238125,-0.01563550687238125,-0.01563550687238125,-0.01563550687238125,0.022768805768010242,-0.016983550451136645,0.04577869790650284,0.022678531820834933,,,,,1.0,-0.12735010869314956,0.05273948533710373,-0.007512475841965097,,,,,,,,,,,,,,,,,,
eeg_o2_a1_std,-0.3612128840434003,-0.3612128840434003,-0.3612128840434003,-0.3612128840434003,-0.3612128840434003,0.1717960854700853,0.38038620284643837,-0.023277648248447778,0.23021205229076502,,,,,-0.12735010869314956,1.0,0.10380242753002923,0.5383775111026929,,,,,,,,,,,,,,,,,,
resp_nasal_mean,-0.009603978756964539,0.0006998492073580467,0.0007004404512180516,0.0006998492073580467,0.0007004404512180516,0.2817565792644822,-0.0932605842670811,-0.3438846409348429,-0.3177412291737127,0.7333841608316484,0.3721603160978813,,,0.05273948533710373,0.10380242753002923,1.0,-0.23869988690280236,-0.5739829902439499,0.4466286479255288,0.23373110598270652,-0.4705588735797203,-0.02087508315441125,0.1881190811012722,0.4855748134400402,0.14300581854438246,0.2725529005018227,-0.46417436996559436,0.7320945725809932,0.439203718002114,0.5110463981896024,-0.5675092592518689,-0.1716885549375276,-0.05890901847216831,-0.11363686409580483,-0.10635522919303293
resp_nasal_std,-0.030663342351450136,-0.03640555031239375,-0.03640641003849587,-0.03640555031239375,-0.03640641003849587,0.1006328760207042,0.22410068530229085,0.44932941679213245,0.2623604711003928,0.5500188737938129,0.2158083387076528,,,-0.007512475841965097,0.5383775111026929,-0.23869988690280236,1.0,0.29194178950412464,-0.0027275209757895392,0.46489861232526475,0.07480563944773555,0.01924965180976815,0.39014954260142237,-0.2978099212793936,-0.1466279261443659,0.09371312238385139,0.37682197523279426,-0.38358669389201605,0.0005013014049847726,-0.16755620554562498,0.12983989961391018,-0.023425574058370414,0.22401453200312132,0.0892947006811019,0.24813852948935797
eeg_c3_o1_mean,0.0929432471881612,0.09555145574626563,0.09555156556627363,0.09555145574626563,0.09555156556627363,-0.13527317828474644,0.403010975612432,0.2541928005719653,0.39646723419998026,,,,,,,-0.5739829902439499,0.29194178950412464,1.0,-0.12146648841896877,0.21446980011311226,0.138264439532303,,,-0.007949029529222693,0.043079368727316894,-0.3283691582595465,0.37972269133767833,0.12692093669390744,0.27519476805194415,-0.5924541034178392,0.3977961762802953,-0.03773689633838911,0.0001835641244066838,-0.037857609551994006,-0.10185594608600079
eeg_c3_o1_std,-0.09783738863974109,-0.08366490217132048,-0.08366556859360694,-0.08366490217132048,-0.08366556859360694,0.2625765520398037,0.1663726472236417,-0.12587702220674923,-0.1864660109865399,,,,,,,0.4466286479255288,-0.0027275209757895392,-0.12146648841896877,1.0,0.0005276279828291051,-0.18415343133130557,,,0.018668109300478953,0.28446287927730723,0.3098989247123213,-0.2404556464953358,0.17834292127105358,0.5677931205207006,0.284323477267813,-0.23682439712950568,-0.05040293507771753,0.025154786892194775,-0.21551428725423172,0.2575308424841923
resp_chest_mean,0.15391164149022898,0.15391164149022898,0.15391164149022898,0.15391164149022898,0.15391164149022898,-0.6500172521290677,-0.04497129602870826,-0.19852353817563298,-0.15419648554193294,-0.006922548266349125,0.019480707268122763,,,,,0.23373110598270652,0.46489861232526475,0.21446980011311226,0.0005276279828291051,1.0,-0.22393090358592663,0.046120150084608784,0.03440438889321159,0.5957076106019559,0.2995990003799662,,,0.01206009810039963,0.16498795570353342,0.18320642039807125,-0.008817368589664604,-0.13759005068302982,-0.0098556724742683,,
resp_chest_std,0.0715503826522483,0.0715503826522483,0.0715503826522483,0.0715503826522483,0.0715503826522483,0.21927523049403472,0.4311559375137684,0.41415339555786046,0.09166881236653078,0.11981499252504418,0.37689935766444743,,,,,-0.4705588735797203,0.07480563944773555,0.138264439532303,-0.18415343133130557,-0.22393090358592663,1.0,0.039653694958085635,0.16482695575428652,-0.5040202097759248,-0.1470395557131331,,,-0.05962517487776099,-0.15339346807892842,0.13805663027674414,0.13021020725005544,-0.24591537494763302,0.12366823562269483,,
eog_mean,-0.10593209083981375,-0.10593209083981375,-0.10593209083981375,-0.10593209083981375,-0.10593209083981375,0.15373709576543118,0.12394049043527329,0.07273734313729811,0.08928837974403032,0.1789237493215213,-0.012941309181996843,,,,,-0.02087508315441125,0.01924965180976815,,,0.046120150084608784,0.039653694958085635,1.0,0.1671077822046058,0.04684456239416421,0.07774689251211554,,,,,,,,,,
eog_std,0.19645410816432657,0.19645410816432657,0.19645410816432657,0.19645410816432657,0.19645410816432657,0.01585756921604691,-0.019131272293145245,0.46165931496414786,0.4383223286677946,0.1014729978620782,0.07991419656786271,,,,,0.1881190811012722,0.39014954260142237,,,0.03440438889321159,0.16482695575428652,0.1671077822046058,1.0,0.26473412105498306,0.5784921044729113,,,,,,,,,,
emg_mean,-0.038292218945622396,-0.03460977595005399,-0.03460977595005399,-0.03460977595005399,-0.03460977595005399,0.4532279902936421,-0.7408368883812098,-0.6042500117136406,0.2822884568526062,-0.7557993874754888,-0.40897209062772005,,,,,0.4855748134400402,-0.2978099212793936,-0.007949029529222693,0.018668109300478953,0.5957076106019559,-0.5040202097759248,0.04684456239416421,0.26473412105498306,1.0,0.7171322016665685,0.13694073630770176,0.21311226534601901,0.747164023829691,0.3913221638102019,,,,,,
emg_std,0.1782409341219059,0.18139671680123995,0.18139671680123995,0.18139671680123995,0.18139671680123995,0.47256046241424926,-0.5257369444667318,-0.17139472178699813,0.5349511291245145,-0.6422418055519243,-0.15822819543632413,,,,,0.14300581854438246,-0.1466279261443659,0.043079368727316894,0.28446287927730723,0.2995990003799662,-0.1470395557131331,0.07774689251211554,0.5784921044729113,0.7171322016665685,1.0,0.18996910068146608,0.16503104231947419,0.6300925600714671,0.4860016442034287,,,,,,
resp_abdominal_mean,0.036227913218046276,0.03821946881420411,0.03821946881420411,0.03821946881420411,0.03821946881420411,0.10323507677470388,-0.4004930967463913,-0.3456554770369613,-0.19305851782303685,0.020638696899906318,0.10360327258842765,,,,,0.2725529005018227,0.09371312238385139,-0.3283691582595465,0.3098989247123213,,,,,0.13694073630770176,0.18996910068146608,1.0,0.1177008758521805,-0.02132633703193238,-0.01961177176682946,-0.2663731687219191,0.35763177783667294,-0.14634994307127325,0.16486721770584975,,
resp_abdominal_std,0.09694713306342659,0.09127593053099303,0.09127593053099303,0.09127593053099303,0.09127593053099303,-0.4182587984770422,0.40771038599510573,0.40990539688834443,0.5160727484865825,-0.07027810824874862,-0.09065262753244653,,,,,-0.46417436996559436,0.37682197523279426,0.37972269133767833,-0.2404556464953358,,,,,0.21311226534601901,0.16503104231947419,0.1177008758521805,1.0,0.0027670197722581605,0.03049240543266659,-0.16802911403786658,0.30169753609517114,-0.1566195102885349,0.28407835883133653,,
eog_right_mean,-0.08773179343830617,-0.08381640602312566,-0.08381640602312566,-0.08381640602312566,-0.08381640602312566,0.7407195880297834,-0.7529873008696325,-0.688912455021198,0.30118562099526347,0.22174932713908407,0.031567974753919745,,,,,0.7320945725809932,-0.38358669389201605,0.12692093669390744,0.17834292127105358,0.01206009810039963,-0.05962517487776099,,,0.747164023829691,0.6300925600714671,-0.02132633703193238,0.0027670197722581605,1.0,0.5022335502528857,,,,,,
eog_right_std,-0.17476320228788172,-0.17273304661549363,-0.17273304661549363,-0.17273304661549363,-0.17273304661549363,0.3302700409507995,-0.49351757651727146,-0.3249116016408017,0.2839614223641525,-0.00034240830011693173,0.2346775639323152,,,,,0.439203718002114,0.0005013014049847726,0.27519476805194415,0.5677931205207006,0.16498795570353342,-0.15339346807892842,,,0.3913221638102019,0.4860016442034287,-0.01961177176682946,0.03049240543266659,0.5022335502528857,1.0,,,,,,
sv_mean,-0.25404505057261234,-0.22550542359046388,-0.22550735936202704,-0.22550542359046388,-0.22550735936202704,0.21878839863071167,0.23456129149485302,-0.19885633226075555,0.08949740723446652,,,,,,,0.5110463981896024,-0.16755620554562498,-0.5924541034178392,0.284323477267813,0.18320642039807125,0.13805663027674414,,,,,-0.2663731687219191,-0.16802911403786658,,,1.0,-0.40410554330686754,0.1556408986045102,0.1332975839007788,0.11828578479903097,0.1581563442330441
sv_std,-0.10301901475906561,-0.14313038675986903,-0.14312949646996398,-0.14313038675986903,-0.14312949646996398,-0.14361446874723113,-0.2400837713568923,-0.06316323249146419,0.19348747240915856,,,,,,,-0.5675092592518689,0.12983989961391018,0.3977961762802953,-0.23682439712950568,-0.008817368589664604,0.13021020725005544,,,,,0.35763177783667294,0.30169753609517114,,,-0.40410554330686754,1.0,-0.034204714076638436,0.13025425441268138,0.1186457674381661,0.3803703083822908
so2_mean,0.1932291107790554,0.20124365188768661,0.20124066081223482,0.20124365188768661,0.20124066081223482,-0.26847157011278316,0.29716608414244183,0.10656994433458561,0.022773833131246507,,,,,,,-0.1716885549375276,-0.023425574058370414,-0.03773689633838911,-0.05040293507771753,-0.13759005068302982,-0.24591537494763302,,,,,-0.14634994307127325,-0.1566195102885349,,,0.1556408986045102,-0.034204714076638436,1.0,-0.4396805744268749,0.17871492722336796,0.20828030988576438
so2_std,-0.060225756132812,-0.058750964891985835,-0.058752988671001885,-0.058750964891985835,-0.058752988671001885,-0.004559233662078098,-0.032050229609658705,-0.08381170342132112,0.389235772123395,,,,,,,-0.05890901847216831,0.22401453200312132,0.0001835641244066838,0.025154786892194775,-0.0098556724742683,0.12366823562269483,,,,,0.16486721770584975,0.28407835883133653,,,0.1332975839007788,0.13025425441268138,-0.4396805744268749,1.0,0.028111552066992514,0.27999089405617317
resp_abdomen_mean,-0.1838690048990545,-0.1838690048990545,-0.1838690048990545,-0.1838690048990545,-0.1838690048990545,0.19125312365265815,0.031256223104133986,-0.09820760417228105,-0.01706017014782266,,,,,,,-0.11363686409580483,0.0892947006811019,-0.037857609551994006,-0.21551428725423172,,,,,,,,,,,0.11828578479903097,0.1186457674381661,0.17871492722336796,0.028111552066992514,1.0,-0.10463963440061047
resp_abdomen_std,-0.20521421661934033,-0.20521421661934033,-0.20521421661934033,-0.20521421661934033,-0.20521421661934033,0.21030575157743298,0.08150117582981814,0.10897162406352034,0.6514863112984622,,,,,,,-0.10635522919303293,0.24813852948935797,-0.10185594608600079,0.2575308424841923,,,,,,,,,,,0.1581563442330441,0.3803703083822908,0.20828030988576438,0.27999089405617317,-0.10463963440061047,1.0
