,epoch_index,epoch_start_sample,epoch_end_sample,epoch_start_sec,epoch_end_sec,ecg_mean,ecg_std,bp_mean,bp_std,eeg_c4_a1_mean,eeg_c4_a1_std,resp_sum_mean,resp_sum_std,eeg_o2_a1_mean,eeg_o2_a1_std,resp_nasal_mean,resp_nasal_std,eeg_c3_o1_mean,eeg_c3_o1_std,resp_chest_mean,resp_chest_std,eog_mean,eog_std,emg_mean,emg_std,resp_abdominal_mean,resp_abdominal_std,eog_right_mean,eog_right_std,sv_mean,sv_std,so2_mean,so2_std,resp_abdomen_mean,resp_abdomen_std,sleep_stage_1,sleep_stage_2,sleep_stage_3,sleep_stage_4,sleep_stage_r,sleep_stage_w
eeg_c4_a1_std,-0.056215750598845295,-0.060242535700020805,-0.06024259849017558,-0.06024253570002078,-0.060242598490175596,0.08693788861826457,-0.047227090589473074,-0.28471396356657735,-0.023175012117855272,-0.18846097129750397,1.0,0.2840824619089367,0.2307690899448662,0.002036084076795555,-0.013049170796756653,0.07301179063770602,-0.005541858311586898,-0.025752671233984135,-0.026035847010853583,0.023000258682210777,0.004687699534998135,0.014053218978551371,0.05557343357687565,-0.05781401273132091,-0.038904814706858463,-0.0034744928540276494,-0.01198793316548949,-0.11007790288307649,0.0586682494875425,0.00810622540378288,-0.004985368394804835,0.012217015048811505,-0.021824428388144638,-0.0026297644669594175,-0.003127852799334423,-0.08041990421966386,-0.005369613561199391,0.11687163486054167,0.3755990563954764,-0.02044818881126297,-0.06951897054311175
resp_sum_mean,-0.04588322940784518,-0.04650270602631417,-0.046502705942238355,-0.046502706026314136,-0.04650270594223835,0.021363398435755136,-0.02133787351410488,-0.10123378897539424,-0.0162493727061176,-0.06456443176133765,0.2840824619089367,1.0,0.17551218645985603,0.0003951260249989694,-0.0025323448305582755,0.007852889017056275,-0.006714929997494161,-0.004997608268615518,-0.005052561853472524,0.0019698579798347565,-0.002901445518038369,-0.0002982015108249467,-0.0017100383271625083,8.642128381212578e-05,-0.00011324466949917034,-0.0008126791369560711,-0.0036016219716583633,-0.00650269867042605,-0.0028480875036832193,0.0015731082316519079,-0.000967469280588353,0.0023708552355985605,-0.004235286614713015,-0.0005103366763461884,-0.0006069965663343495,-0.022755686128589428,0.00928384209450626,0.09179591405234472,0.2059201324430999,-0.0026530930498560546,-0.08544104440566304
resp_sum_std,-0.058910427636642254,-0.058777732392968005,-0.05877771333987446,-0.05877773239296799,-0.05877771333987445,0.002497551483260776,0.03583469628236342,0.019407700939296446,0.08962501361982443,-0.005610336592935173,0.2307690899448662,0.17551218645985603,1.0,3.8990232825635817e-05,-0.000249886639429832,0.0007749071226824446,-0.0006626156401892911,-0.0004931538234292513,-0.0004985765314581237,0.00019438158057899475,-0.00028630874486060563,-2.9425918821852956e-05,-0.00016874310548641282,8.527876585535431e-06,-1.1174753751150935e-05,-8.019352499632674e-05,-0.0003554007337918408,-0.0006416730843166574,-0.0002810434844849376,0.0001552311220507256,-9.546790166982519e-05,0.00023395117451984599,-0.0004179294724800581,-5.0358985668562816e-05,-5.989718709568626e-05,-0.027139282141955646,-0.044460916391681614,0.01949517229981598,0.015084168306553592,-0.030596474752376767,0.07125309596015057
eeg_o2_a1_mean,0.0074319084938902265,0.007788380567989582,0.007788385683988514,0.00778838056798958,0.007788385683988516,-0.009641293298686973,0.009035051950433137,0.04194799300373124,9.327977129248746e-05,0.0011305320031935158,0.002036084076795555,0.0003951260249989694,3.8990232825635817e-05,1.0,-0.19624885567034323,0.003095154382715709,-0.05825192261447498,0.002444271368317221,0.0024711485197130238,-0.0009634343471852676,0.0014190628447231567,0.00014584684827654152,0.0008363596138691236,-4.226763249167743e-05,5.538663464474327e-05,0.0003974717983730149,0.0017615109051485399,0.0031803933647084445,0.0013929660680754871,-0.0007693887162060687,0.0004731778353095434,-0.001159557384117248,0.0020714288220569227,0.00024959966030725487,0.00029687487454252415,0.020490793112511545,-0.008381792294549288,0.003215844260512081,-0.00471012900314325,0.0075658358868819185,-0.012198306034736825
eeg_o2_a1_std,-0.0934982797914993,-0.0956194176058017,-0.09561943492610937,-0.09561941760580168,-0.09561943492610935,0.0630000043677913,-0.04742229846623734,0.02310825117213926,0.08822914307695454,-0.00724552849707916,-0.013049170796756653,-0.0025323448305582755,-0.000249886639429832,-0.19624885567034323,1.0,-0.12294714115674617,0.5200294617644043,-0.015665224693958448,-0.01583747914213771,0.006174607174212945,-0.009094709615954398,-0.0009347258568637034,-0.00536019095344244,0.0002708913457181768,-0.00035497043740662207,-0.0025473787860599635,-0.01128944375313299,-0.02038299728873121,-0.008927456554255609,0.004930977498076381,-0.003032575354113859,0.007431550851181257,-0.013275693671199938,-0.0015996729385006148,-0.0019026576492205212,-0.024281135245009806,0.030320470027122973,-0.012696558815376503,-0.004493511910422153,-0.050577219344481054,0.021348611922406998
resp_nasal_mean,-0.0874994507606915,-0.07450706970385228,-0.0745066297358357,-0.07450706970385224,-0.07450662973583563,0.29859437016713813,-0.01965605990345311,-0.2637285907242767,-0.1416261586072154,0.05114680809493386,0.07301179063770602,0.007852889017056275,0.0007749071226824446,0.003095154382715709,-0.12294714115674617,1.0,-0.17477695816336594,-0.37294651131186535,0.2447392758189784,0.006809377114572703,-0.14287490759710175,0.002858703273992125,0.025663271330702845,0.10901715974057735,0.025271548937578773,-0.0440193702387,-0.29395440669370626,-0.024563879514630075,-0.03637110767367529,0.2916820564685822,-0.23961238235734442,-0.05590499448405541,-0.0157428817020936,0.01170929153610233,0.014226288403972203,-0.15373985730290532,0.010392102683720138,0.1031291841785828,0.06872525658380389,-0.027080662307515206,0.06358347494320825
resp_nasal_std,-0.06316808642180617,-0.06933719276035837,-0.06933760140965037,-0.06933719276035835,-0.06933760140965035,0.11077650973111453,0.1322714248970636,0.28796375804444146,0.19422668593774672,0.07218675669238667,-0.005541858311586898,-0.006714929997494161,-0.0006626156401892911,-0.05825192261447498,0.5200294617644043,-0.17477695816336594,1.0,0.07128852019812051,0.03180255082687241,0.08182844587831745,-0.002030017323596326,-0.0005752149042615815,0.06414747020539716,-0.0660365042940894,-0.024175674383445134,-0.027002085882688168,0.006232139540431158,-0.11565391119419682,0.002325035484954901,-0.003926823702494979,-0.007265771831699695,0.014697253660125484,-0.024834458264921665,0.003276359375684391,-0.0004787937637516605,-0.040072024292330956,-0.07120451174037251,-0.01702802050219322,-0.0255394340716919,0.027846605479539224,0.10698139383902817
eeg_c3_o1_mean,0.13221627762611263,0.1368342236474598,0.1368340988290003,0.13683422364745979,0.1368340988290002,-0.1746167421054979,0.39543484529787815,0.28038046460106375,0.19719159330911637,-0.014299124151867489,-0.025752671233984135,-0.004997608268615518,-0.0004931538234292513,0.002444271368317221,-0.015665224693958448,-0.37294651131186535,0.07128852019812051,1.0,-0.07267414060769548,0.15943313439924856,-0.047907220983780835,-0.0018446909815678116,-0.010578391341899555,0.09114292848165804,0.04367931179611206,-0.034766233476828085,0.20675694056789692,-0.018646750534546255,-0.033126821946966235,-0.41267777540948675,0.03348360919929004,0.02845299312113264,-0.04880965310208963,-0.002432316295919094,-0.0040800551273442245,0.02929705327945782,-0.014327290210829876,-0.02719880850718047,-0.06062773792751616,0.02629608408509936,0.005686403047266022
eeg_c3_o1_std,-0.06533199922500771,-0.053805525018157614,-0.05380573586253453,-0.0538055250181576,-0.05380573586253452,0.15677284555790144,0.22695781133527748,-0.014079816909118794,-0.0366298785909082,-0.01445635699010245,-0.026035847010853583,-0.005052561853472524,-0.0004985765314581237,0.0024711485197130238,-0.01583747914213771,0.2447392758189784,0.03180255082687241,-0.07267414060769548,1.0,0.05849854907723621,-0.08939527228467906,-0.0018649751609076141,-0.010694711088268744,0.06216439948498853,0.07344269250023928,0.10746971799014661,-0.09438143455547773,-0.018381919136154154,0.09510022206580121,0.10070819428609934,-0.06426806677548072,-0.006802699193691834,-0.007046225601520902,-0.02472129660402611,0.020332604028073444,-0.13635419069272475,-0.021108693977932677,0.19399177566152825,0.08623000064193975,-0.11629323165989094,0.08156142756293779
resp_chest_mean,0.07520024820960104,0.07684143405603128,0.07684144659739436,0.07684143405603128,0.07684144659739436,-0.029500086068561464,0.002118075987263886,0.0028092661669569317,0.03473617319512612,0.09132581050312513,0.023000258682210777,0.0019698579798347565,0.00019438158057899475,-0.0009634343471852676,0.006174607174212945,0.006809377114572703,0.08182844587831745,0.15943313439924856,0.05849854907723621,1.0,-0.3079265321391992,0.007258006601895828,0.025396173541754368,0.13202735800812238,0.20427545518753154,0.0019815525787914927,0.008781821731640492,0.04630834403266273,0.07545991606423134,-0.14933176482397242,-0.18068927835215695,-0.002175534120783631,-0.021375109358312373,0.001244352058616124,0.0014800375162115447,0.03159215397083559,-0.026809216290032894,0.018043504439174185,0.014156505414826284,-0.05388965942412721,0.01771900527842384
resp_chest_std,0.06402457036476016,0.060984274419262886,0.060984194601927125,0.060984274419262886,0.060984194601927125,0.010802562203283097,0.0910998032744877,0.16159003010302445,-0.008799121512046237,-0.13111571051579118,0.004687699534998135,-0.002901445518038369,-0.00028630874486060563,0.0014190628447231567,-0.009094709615954398,-0.14287490759710175,-0.002030017323596326,-0.047907220983780835,-0.08939527228467906,-0.3079265321391992,1.0,0.01334946157007881,0.015997791949423048,-0.35860280813426976,-0.15541917301080266,-0.002918670740402424,-0.012934931129206538,-0.10948265359000307,-0.10218682662489492,-0.015509685778190146,-0.03904108650910074,0.006968026765431116,-0.014775426406364546,-0.001832832488581968,-0.0021799785882537924,0.021294214470817953,0.0036833163044719293,-0.02922842223989096,-0.01525709146071616,0.022139509496482742,-0.01520912239564001
eog_mean,-0.022126655933279702,-0.022336814763180515,-0.022336812823003503,-0.02233681476318052,-0.022336812823003486,-0.0013981694859132511,0.021231203309560076,0.0040951504435887765,-0.0002864779038947048,0.030510303546985598,0.014053218978551371,-0.0002982015108249467,-2.9425918821852956e-05,0.00014584684827654152,-0.0009347258568637034,0.002858703273992125,-0.0005752149042615815,-0.0018446909815678116,-0.0018649751609076141,0.007258006601895828,0.01334946157007881,1.0,0.19381296922030747,0.00038830556439010456,0.021450647507353038,-0.0002999718653952202,-0.0013294118332278137,-0.002400242065493251,-0.0010512711381870364,0.0005806574689300919,-0.0003571071922649173,0.0008751176636185356,-0.001563306806493724,-0.0001883728003115173,-0.00022405139250135687,0.00222827021285959,-0.01139725952745241,-0.0086903331183884,-0.024338533678555048,-0.002678504887089699,0.02172663357694591
eog_std,0.03666083778030413,0.034872790941161524,0.034872744320848845,0.034872790941161524,0.03487274432084884,-0.00899900527677819,0.020887175983181225,0.031080839067142315,-0.005151002391274133,0.18024090246259356,0.05557343357687565,-0.0017100383271625083,-0.00016874310548641282,0.0008363596138691236,-0.00536019095344244,0.025663271330702845,0.06414747020539716,-0.010578391341899555,-0.010694711088268744,0.025396173541754368,0.015997791949423048,0.19381296922030747,1.0,0.001949112807221041,0.1350928733269932,-0.0017201904359142694,-0.007623520018775002,-0.01376420231777647,-0.006028520558351221,0.003329783689146089,-0.0020478333057034025,0.005018367416800533,-0.008964792126045265,-0.001080224937279818,-0.001284824035168496,-0.011840494712068855,-0.059039045722763944,-0.044541066199427236,-0.03351907636075594,-0.015359902113655836,0.10817035510401146
emg_mean,-0.031112554211713314,-0.028906216633481863,-0.02890620450031855,-0.028906216633481863,-0.028906204500318524,0.056240284083924154,-0.2802254388888507,-0.25825822480498467,0.06380643038257684,-0.0022809645358485104,-0.05781401273132091,8.642128381212578e-05,8.527876585535431e-06,-4.226763249167743e-05,0.0002708913457181768,0.10901715974057735,-0.0660365042940894,0.09114292848165804,0.06216439948498853,0.13202735800812238,-0.35860280813426976,0.00038830556439010456,0.001949112807221041,1.0,0.6448943111105258,-0.0023677888493996197,-0.08904198419313841,0.8193698289681437,0.06746016393841124,-0.0001682793751822616,0.00010349264136420932,-0.00025361639438830003,0.0004530593451241915,5.459200791158918e-05,6.493196136495903e-05,-0.15270021409343287,0.20453459430499135,-0.003756122294350489,-0.0009147902956401674,-0.022939977595557284,-0.07391190449914589
emg_std,0.08620900049200932,0.08732989435878041,0.08732986139791213,0.08732989435878037,0.08732986139791211,0.05441686270377809,-0.18217858000792087,-0.06311830546963852,0.11580988666031129,-0.1621831151385238,-0.038904814706858463,-0.00011324466949917034,-1.1174753751150935e-05,5.538663464474327e-05,-0.00035497043740662207,0.025271548937578773,-0.024175674383445134,0.04367931179611206,0.07344269250023928,0.20427545518753154,-0.15541917301080266,0.021450647507353038,0.1350928733269932,0.6448943111105258,1.0,0.000726350859809734,-0.06313769756720411,0.6043566813186214,0.2932553045754459,0.00022050982565213816,-0.00013561462466082824,0.00033233369715401266,-0.0005936796300509357,-7.15362422373292e-05,-8.508550417619914e-05,-0.08022652796047851,0.10789223260534181,-0.05258319100316034,-0.0348488181901608,-0.04653871880554806,0.010666382360879047
resp_abdominal_mean,0.029832267921678864,0.029174188639422973,0.029174161983176967,0.029174188639422984,0.029174161983176967,0.11670482654158908,-0.1777458511402136,-0.14661075187716974,-0.08897172553415748,-0.002258501783224946,-0.0034744928540276494,-0.0008126791369560711,-8.019352499632674e-05,0.0003974717983730149,-0.0025473787860599635,-0.0440193702387,-0.027002085882688168,-0.034766233476828085,0.10746971799014661,0.0019815525787914927,-0.002918670740402424,-0.0002999718653952202,-0.0017201904359142694,-0.0023677888493996197,0.000726350859809734,1.0,0.08697150226728749,-0.010168944155294096,-0.0038790249912094925,-0.27345903724702825,0.34710790935813046,-0.2652316153651212,0.10796953769859562,-0.0005133664291628257,-0.0006106001669411251,0.14793288313591124,-0.10174012445051278,-0.027480146380754918,0.06053895297177487,-0.06463936036316265,0.014833842597805298
resp_abdominal_std,0.09309914735393104,0.09182413810839757,0.09182403328507088,0.09182413810839755,0.09182403328507083,-0.38192907262988274,0.10515846874135172,0.11850814487680938,0.16211737064819012,-0.010444737434269331,-0.01198793316548949,-0.0036016219716583633,-0.0003554007337918408,0.0017615109051485399,-0.01128944375313299,-0.29395440669370626,0.006232139540431158,0.20675694056789692,-0.09438143455547773,0.008781821731640492,-0.012934931129206538,-0.0013294118332278137,-0.007623520018775002,-0.08904198419313841,-0.06313769756720411,0.08697150226728749,1.0,-0.1541171729712653,-0.04857323084493099,-0.120159549338862,0.1637133866597382,0.061093049916077724,0.17387585130496158,-0.002275131385444394,-0.00270605073656798,0.16635848003937506,-0.08418610071842558,-0.03997018431940536,-0.009169657525820036,-0.04976205226951407,-0.0022697465855747757
eog_right_mean,0.0368095468858314,0.033127434515925105,0.03312729226526146,0.03312743451592509,0.03312729226526146,0.09202645864872883,-0.3212512010790144,-0.1701160768233524,0.05837136709696283,-0.01967078718608765,-0.11007790288307649,-0.00650269867042605,-0.0006416730843166574,0.0031803933647084445,-0.02038299728873121,-0.024563879514630075,-0.11565391119419682,-0.018646750534546255,-0.018381919136154154,0.04630834403266273,-0.10948265359000307,-0.002400242065493251,-0.01376420231777647,0.8193698289681437,0.6043566813186214,-0.010168944155294096,-0.1541171729712653,1.0,0.14209984229381295,0.01266204366550377,-0.007787218977920779,0.019083157734298643,-0.03409007910098181,-0.004107730892246268,-0.004885752215323105,-0.1274770856543545,0.2650667443087298,-0.052317606991880164,-0.028157652520115845,-0.04733670841334581,-0.11550875842501539
eog_right_std,-0.01497016081676926,-0.017067153916641722,-0.017067205063753074,-0.017067153916641736,-0.017067205063753064,0.02345308165908791,-0.07868276490427287,0.026248022146302823,0.020842251277632173,-0.007857195753416585,0.0586682494875425,-0.0028480875036832193,-0.0002810434844849376,0.0013929660680754871,-0.008927456554255609,-0.03637110767367529,0.002325035484954901,-0.033126821946966235,0.09510022206580121,0.07545991606423134,-0.10218682662489492,-0.0010512711381870364,-0.006028520558351221,0.06746016393841124,0.2932553045754459,-0.0038790249912094925,-0.04857323084493099,0.14209984229381295,1.0,0.005545791088063667,-0.003410688728408744,0.008358145722029956,-0.014930959161408769,-0.0017991264266799406,-0.002139888457978098,-0.07912234289415156,-0.007896067375606147,-0.023287567926758946,-0.012332642544290432,-0.007302614970727807,0.09063341345885352
sv_mean,-0.11696510989140671,-0.107343011145694,-0.10734588856533653,-0.10734301114569399,-0.10734588856533651,0.11996849680632936,0.04495563538404377,-0.11108580924147284,0.034141595168568295,0.004500967002551289,0.00810622540378288,0.0015731082316519079,0.0001552311220507256,-0.0007693887162060687,0.004930977498076381,0.2916820564685822,-0.003926823702494979,-0.41267777540948675,0.10070819428609934,-0.14933176482397242,-0.015509685778190146,0.0005806574689300919,0.003329783689146089,-0.0001682793751822616,0.00022050982565213816,-0.27345903724702825,-0.120159549338862,0.01266204366550377,0.005545791088063667,1.0,-0.1185295375771028,0.12995526810035687,0.0895258380522283,0.01830976530191263,-0.045750524315785156,-0.10169527625699555,0.10051016460527791,0.04099346593844574,-0.007469330440980966,0.02707703192372608,-0.05210685115583901
sv_std,-0.09629442877060507,-0.11548686471714069,-0.11548634250717016,-0.1154868647171407,-0.11548634250717016,0.14735892840085746,-0.1109925405504899,-0.09366079815564683,0.04157345882449444,-0.0027681167896104852,-0.004985368394804835,-0.000967469280588353,-9.546790166982519e-05,0.0004731778353095434,-0.003032575354113859,-0.23961238235734442,-0.007265771831699695,0.03348360919929004,-0.06426806677548072,-0.18068927835215695,-0.03904108650910074,-0.0003571071922649173,-0.0020478333057034025,0.00010349264136420932,-0.00013561462466082824,0.34710790935813046,0.1637133866597382,-0.007787218977920779,-0.003410688728408744,-0.1185295375771028,1.0,0.03758951531234275,0.01424738433257791,0.01984324091313927,0.059690150090231556,0.17954768498029441,-0.146837148191648,-0.13317050922822068,-0.009673901568811465,-0.07817824349101235,0.10970082231209624
so2_mean,0.051920718069973316,0.04890708417860217,0.04890637420171176,0.04890708417860217,0.04890637420171176,0.05026936193264499,0.09429003938193516,0.05078835774760796,0.0324687495933482,0.006783475522246327,0.012217015048811505,0.0023708552355985605,0.00023395117451984599,-0.001159557384117248,0.007431550851181257,-0.05590499448405541,0.014697253660125484,0.02845299312113264,-0.006802699193691834,-0.002175534120783631,0.006968026765431116,0.0008751176636185356,0.005018367416800533,-0.00025361639438830003,0.00033233369715401266,-0.2652316153651212,0.061093049916077724,0.019083157734298643,0.008358145722029956,0.12995526810035687,0.03758951531234275,1.0,-0.35307753776539624,0.004084906340023236,0.005921183828252733,-0.023063353656058112,0.023816079494590775,0.029023041827218255,0.002546999240569059,0.0007125529339104128,-0.02027323246881774
so2_std,-0.030217433947518177,-0.02450502729829849,-0.024505267393130067,-0.02450502729829849,-0.024505267393130057,-0.20188909849670403,-0.03269784442073804,-0.06301384579897167,0.0830480904723995,-0.012117974412448636,-0.021824428388144638,-0.004235286614713015,-0.0004179294724800581,0.0020714288220569227,-0.013275693671199938,-0.0157428817020936,-0.024834458264921665,-0.04880965310208963,-0.007046225601520902,-0.021375109358312373,-0.014775426406364546,-0.001563306806493724,-0.008964792126045265,0.0004530593451241915,-0.0005936796300509357,0.10796953769859562,0.17387585130496158,-0.03409007910098181,-0.014930959161408769,0.0895258380522283,0.01424738433257791,-0.35307753776539624,1.0,0.014697834667085912,0.010749854953125568,0.09596283498563087,-0.024255279816190554,-0.03994857536028679,0.007870887837230119,0.0029875219538539033,-0.038504639845764854
