,record_id,epoch_index,epoch_start_sample,epoch_end_sample,epoch_start_sec,epoch_end_sec,sao2_mean,sao2_std,pr_mean,pr_std,eeg_sec_mean,eeg_sec_std,ecg_mean,ecg_std,emg_mean,emg_std,eog_l_mean,eog_l_std,eog_r_mean,eog_r_std,eeg_mean,eeg_std,airflow_mean,airflow_std,thor_res_mean,thor_res_std,abdo_res_mean,abdo_res_std
eeg_sec_mean,,-0.019248707059857137,-0.019248707059857147,-0.019248707059857147,-0.019248707059857147,-0.019248707059857147,0.029645419825473363,-0.02481157197816394,0.03264683947912864,-0.019354903615037406,1.0,-0.016075031047867387,-0.06293140174398337,-0.0561495963876252,0.01930952735620098,-0.004525349788984099,0.09059730861980064,0.034908211942187635,0.16929613561615386,0.04571647214856574,0.5779424368882045,-0.007496900333556946,0.08448514893230522,0.00796482280833499,-0.09320933769023286,-0.031817623152431765,0.006353491513304506,0.013502831660903807
eeg_sec_std,,-0.22224580945623465,-0.22224580945623498,-0.22224580945623498,-0.22224580945623498,-0.22224580945623498,0.0237053998148583,0.1117814332146051,-0.20736022129149756,0.12455274291530553,-0.016075031047867387,1.0,0.17609911342561205,0.3064692090924319,-0.21076815582152073,0.24200811037314587,0.03772666346536279,0.1925503748619684,0.04006816119881281,0.2226387417129746,-0.1371817174737099,0.8009017983770969,-0.004642977220235593,0.2305145948256256,-0.0633982078158029,0.5047720574024357,-0.013024734595025072,0.28362704110180054
ecg_mean,,0.3025903270716942,0.30259032707169425,0.30259032707169425,0.30259032707169425,0.30259032707169425,-0.06353547722890908,0.06510343205079205,-0.2565275145894993,0.047196439500802996,-0.06293140174398337,0.17609911342561205,1.0,0.09649378083501249,0.10906869761356376,-0.17061299787535314,-0.07048681942114587,-0.09554459566976846,0.020696011548391263,-0.15131786603447972,-0.07894742374872646,0.10515954237038605,-0.0314587021480516,-0.07209663530830633,0.1601325001965539,0.22425956604823444,-0.01373094961382332,0.08162337436295075
ecg_std,,-0.09932898275591498,-0.09932898275591498,-0.09932898275591498,-0.09932898275591498,-0.09932898275591498,-0.08982511581322417,0.23224715838813592,0.34085968201093825,0.37665885491116274,-0.0561495963876252,0.3064692090924319,0.09649378083501249,1.0,-0.33789109113746296,0.41855725568270685,0.2301129915753109,0.45189827983016956,0.27816226334794614,0.4084479986269996,-0.05336918705422761,0.2437807264690534,-0.022054517486085466,0.07864848456810115,-0.16078485779284776,0.48565914693742124,-0.01804184019282214,0.530368887241488
emg_mean,,0.2583422949626149,0.2583422949626147,0.2583422949626147,0.2583422949626147,0.2583422949626147,0.16106452068365446,-0.3893493850158905,-0.20605393861455792,-0.4332228054841691,0.01930952735620098,-0.21076815582152073,0.10906869761356376,-0.33789109113746296,1.0,-0.798742045837083,-0.3516916725847803,-0.40231060792800843,-0.35043089828199897,-0.4250565701975871,0.03238271244306122,-0.21888229284918803,0.0475503786286982,-0.09311391670401338,0.13873838204919411,-0.3522469644521077,-0.12245916357631807,-0.39507067667604395
emg_std,,-0.26212450536129833,-0.2621245053612985,-0.2621245053612985,-0.2621245053612985,-0.2621245053612985,-0.09883313928829025,0.33250835225865705,0.3729674574018807,0.4896115206813761,-0.004525349788984099,0.24200811037314587,-0.17061299787535314,0.41855725568270685,-0.798742045837083,1.0,0.3316603724095792,0.5633868401389424,0.33407110349754554,0.5833994687628542,-0.042016790416134986,0.2730629734239755,-0.028291268622383303,0.10970945760165933,-0.14559413050251296,0.4266272947502891,0.004442388913817875,0.5164014604874101
eog_l_mean,,-0.11533824873727686,-0.1153382487372766,-0.1153382487372766,-0.1153382487372766,-0.1153382487372766,-0.17075428369962334,0.29518342084137394,0.11782116767715464,0.3385038526045061,0.09059730861980064,0.03772666346536279,-0.07048681942114587,0.2301129915753109,-0.3516916725847803,0.3316603724095792,1.0,0.2570317096502619,0.6628235282189996,0.25592690928680206,0.23336259590725567,0.05989881484575175,0.04100241642671052,0.032805199231488925,-0.1468310298177412,0.23798797266361224,0.0954591674662724,0.40181645642299596
eog_l_std,,-0.12251495819555963,-0.12251495819555984,-0.12251495819555984,-0.12251495819555984,-0.12251495819555984,-0.09932900401998733,0.23554582009515554,0.5244225808379624,0.4581813759425913,0.034908211942187635,0.1925503748619684,-0.09554459566976846,0.45189827983016956,-0.40231060792800843,0.5633868401389424,0.2570317096502619,1.0,0.30946129510500037,0.9273678589599529,0.03005720705307578,0.22325274479067372,-0.03178688607649668,0.041914236211547724,-0.16031330409438369,0.2996071622418353,-0.06872304620716833,0.513474831178336
eog_r_mean,,-0.11424564144493748,-0.11424564144493767,-0.11424564144493767,-0.11424564144493767,-0.11424564144493767,-0.12052043910808316,0.2620605532634231,0.18920905045283434,0.2996046057937443,0.16929613561615386,0.04006816119881281,0.020696011548391263,0.27816226334794614,-0.35043089828199897,0.33407110349754554,0.6628235282189996,0.30946129510500037,1.0,0.30900690362166683,0.1263619653721442,0.07110180951697834,-0.02324920807382462,0.01730750168700996,-0.03361573796759985,0.28696928010679407,-0.06763367791885756,0.4772990986674012
eog_r_std,,-0.15085576427241468,-0.15085576427241493,-0.15085576427241493,-0.15085576427241493,-0.15085576427241493,-0.07027846479727379,0.20484468198316766,0.5103477455351876,0.41803242123621015,0.04571647214856574,0.2226387417129746,-0.15131786603447972,0.4084479986269996,-0.4250565701975871,0.5833994687628542,0.25592690928680206,0.9273678589599529,0.30900690362166683,1.0,0.00970718383799616,0.27177528040456606,-0.03418446224115774,0.06261904505689128,-0.13204749431503288,0.30482355936125966,-0.06339584052082148,0.5081225127295561
eeg_mean,,0.030860068133436187,0.03086006813343614,0.03086006813343614,0.03086006813343614,0.03086006813343614,0.015572047366427547,-0.02515531746912112,0.10625688925396803,-0.029975578739333923,0.5779424368882045,-0.1371817174737099,-0.07894742374872646,-0.05336918705422761,0.03238271244306122,-0.042016790416134986,0.23336259590725567,0.03005720705307578,0.1263619653721442,0.00970718383799616,1.0,-0.14119461887986837,0.11739917279075639,-0.04259711100875154,-0.11651845030149431,-0.11187284853789124,0.0038642194321459656,-0.002109521767592691
eeg_std,,-0.29495544669545376,-0.29495544669545404,-0.29495544669545404,-0.29495544669545404,-0.29495544669545404,0.04048179674515302,0.09171962711829676,-0.24461885840185882,0.09422114105242077,-0.007496900333556946,0.8009017983770969,0.10515954237038605,0.2437807264690534,-0.21888229284918803,0.2730629734239755,0.05989881484575175,0.22325274479067372,0.07110180951697834,0.27177528040456606,-0.14119461887986837,1.0,0.014434114521220091,0.27992777310072764,-0.03400591144633122,0.5481896994940151,-0.003949090765128989,0.32138999185299316
airflow_mean,,0.0565511804388698,0.05655118043886985,0.05655118043886985,0.05655118043886985,0.05655118043886985,-0.020992675563193727,-0.012641818064421863,-0.0023151326896791737,-0.04727023410741755,0.08448514893230522,-0.004642977220235593,-0.0314587021480516,-0.022054517486085466,0.0475503786286982,-0.028291268622383303,0.04100241642671052,-0.03178688607649668,-0.02324920807382462,-0.03418446224115774,0.11739917279075639,0.014434114521220091,1.0,-0.10213114858377566,0.1629673420422798,-0.019498746555515065,0.13665304633310188,-0.03483339469002347
airflow_std,,-0.7397332312789788,-0.7397332312789786,-0.7397332312789786,-0.7397332312789786,-0.7397332312789786,0.23259248763921822,0.0296213685664927,-0.35810623363492566,-0.030110353486897286,0.00796482280833499,0.2305145948256256,-0.07209663530830633,0.07864848456810115,-0.09311391670401338,0.10970945760165933,0.032805199231488925,0.041914236211547724,0.01730750168700996,0.06261904505689128,-0.04259711100875154,0.27992777310072764,-0.10213114858377566,1.0,0.013849856685849406,0.11103635712798308,-0.01581472414314781,-0.027519137894341884
thor_res_mean,,0.012233024187489241,0.012233024187489274,0.012233024187489274,0.012233024187489274,0.012233024187489274,0.10563582390332096,-0.21639223150370265,-0.18953408015495665,-0.3108530827545654,-0.09320933769023286,-0.0633982078158029,0.1601325001965539,-0.16078485779284776,0.13873838204919411,-0.14559413050251296,-0.1468310298177412,-0.16031330409438369,-0.03361573796759985,-0.13204749431503288,-0.11651845030149431,-0.03400591144633122,0.1629673420422798,0.013849856685849406,1.0,-0.253456980956486,0.13404457165468459,-0.19956199283394455
thor_res_std,,-0.14578616776892003,-0.14578616776892006,-0.14578616776892006,-0.14578616776892006,-0.14578616776892006,-0.0979221569337329,0.27332973466984023,0.06981129104615273,0.4374005633175281,-0.031817623152431765,0.5047720574024357,0.22425956604823444,0.48565914693742124,-0.3522469644521077,0.4266272947502891,0.23798797266361224,0.2996071622418353,0.28696928010679407,0.30482355936125966,-0.11187284853789124,0.5481896994940151,-0.019498746555515065,0.11103635712798308,-0.253456980956486,1.0,-0.03582977473258334,0.7948007447575862
abdo_res_mean,,0.006964398912627925,0.0069643989126279065,0.0069643989126279065,0.0069643989126279065,0.0069643989126279065,-0.10133916017393704,0.14588423368564987,-0.06480096161001073,0.06317722240268907,0.006353491513304506,-0.013024734595025072,-0.01373094961382332,-0.01804184019282214,-0.12245916357631807,0.004442388913817875,0.0954591674662724,-0.06872304620716833,-0.06763367791885756,-0.06339584052082148,0.0038642194321459656,-0.003949090765128989,0.13665304633310188,-0.01581472414314781,0.13404457165468459,-0.03582977473258334,1.0,-0.051967637005748
abdo_res_std,,-0.10072528443054406,-0.10072528443054422,-0.10072528443054422,-0.10072528443054422,-0.10072528443054422,-0.17130120625325898,0.3165356209858629,0.3917027687502058,0.5467851550259593,0.013502831660903807,0.28362704110180054,0.08162337436295075,0.530368887241488,-0.39507067667604395,0.5164014604874101,0.40181645642299596,0.513474831178336,0.4772990986674012,0.5081225127295561,-0.002109521767592691,0.32138999185299316,-0.03483339469002347,-0.027519137894341884,-0.19956199283394455,0.7948007447575862,-0.051967637005748,1.0
