,record_id,epoch_index,epoch_start_sample,epoch_end_sample,epoch_start_sec,epoch_end_sec,sao2_mean,sao2_std,pr_mean,pr_std,eeg_sec_mean,eeg_sec_std,ecg_mean,ecg_std,emg_mean,emg_std,eog_l_mean,eog_l_std,eog_r_mean,eog_r_std,eeg_mean,eeg_std,airflow_mean,airflow_std,thor_res_mean,thor_res_std,abdo_res_mean,abdo_res_std,sleep_stage_1,sleep_stage_2,sleep_stage_3,sleep_stage_r,sleep_stage_w
eog_r_std,,-0.150855764272414,-0.15085576427241398,-0.15085576427241398,-0.15085576427241398,-0.15085576427241398,-0.07027846479727173,0.2048446819831678,0.510347745535188,0.418032421236211,0.04571647214856577,0.22263874171297446,-0.15131786603447,0.40844799862700004,-0.42505657019758647,0.5833994687628536,0.25592690928680223,0.9273678589599514,0.30900690362166733,1.0,0.009707183837996512,0.271775280404566,-0.034184462241158196,0.06261904505689037,-0.13204749431503313,0.3048235593612598,-0.06339584052082163,0.5081225127295567,0.03584667062873571,-0.3866921526975489,-0.18233573103010928,0.12420661109374168,0.5259443479003922
eeg_mean,,0.030860068133435573,0.03086006813343554,0.03086006813343554,0.03086006813343554,0.03086006813343554,0.015572047366428133,-0.025155317469121075,0.10625688925396769,-0.029975578739333934,0.5779424368882058,-0.1371817174737098,-0.0789474237487255,-0.053369187054227475,0.03238271244306084,-0.0420167904161347,0.23336259590725605,0.030057207053076018,0.1263619653721445,0.009707183837996512,1.0,-0.14119461887986873,0.11739917279075654,-0.04259711100875141,-0.1165184503014945,-0.11187284853789138,0.003864219432145976,-0.002109521767592547,0.027632104895784087,0.01702056579661132,-0.1499468523356245,0.02327288320205842,0.10253172009730196
eeg_std,,-0.29495544669545537,-0.29495544669545537,-0.29495544669545537,-0.29495544669545537,-0.29495544669545537,0.04048179674515063,0.09171962711829722,-0.24461885840185804,0.0942211410524211,-0.0074969003335568635,0.8009017983770971,0.10515954237038552,0.24378072646905358,-0.21888229284918778,0.2730629734239752,0.05989881484575203,0.22325274479067383,0.07110180951697889,0.271775280404566,-0.14119461887986873,1.0,0.014434114521218382,0.2799277731007292,-0.03400591144633191,0.5481896994940152,-0.003949090765129237,0.32138999185299344,-0.10646709730268755,-0.21408824607165713,0.5617422604795431,-0.25006264875364187,-0.043311413999751955
airflow_mean,,0.05655118043887435,0.05655118043887437,0.05655118043887437,0.05655118043887437,0.05655118043887437,-0.020992675563194528,-0.012641818064422175,-0.00231513268967774,-0.047270234107417625,0.0844851489323052,-0.00464297722023699,-0.03145870214805161,-0.02205451748608583,0.04755037862869884,-0.02829126862238405,0.04100241642671008,-0.03178688607649701,-0.023249208073824947,-0.034184462241158196,0.11739917279075654,0.014434114521218382,1.0,-0.10213114858377959,0.16296734204227975,-0.01949874655551587,0.13665304633310169,-0.034833394690023556,0.0032428777921468172,-0.035158652144874555,0.010220486725129325,0.015302322374262989,0.016137404662579485
airflow_std,,-0.7397332312789779,-0.7397332312789782,-0.7397332312789782,-0.7397332312789782,-0.7397332312789782,0.23259248763921436,0.029621368566492803,-0.3581062336349234,-0.030110353486897515,0.007964822808335163,0.23051459482562675,-0.07209663530829778,0.07864848456810104,-0.09311391670401262,0.10970945760165846,0.03280519923148886,0.04191423621154718,0.017307501687009834,0.06261904505689037,-0.04259711100875141,0.2799277731007292,-0.10213114858377959,1.0,0.013849856685848334,0.11103635712798413,-0.015814724143148464,-0.02751913789434205,-0.05621965372167218,-0.12236655060396644,0.3916398861248939,-0.2795529187729154,0.03219260158789525
thor_res_mean,,0.012233024187490544,0.01223302418749054,0.01223302418749054,0.01223302418749054,0.01223302418749054,0.10563582390332088,-0.2163922315037032,-0.18953408015495657,-0.31085308275456724,-0.09320933769023285,-0.06339820781580352,0.16013250019655473,-0.16078485779284843,0.1387383820491944,-0.14559413050251305,-0.14683102981774143,-0.16031330409438388,-0.033615737967599965,-0.13204749431503313,-0.1165184503014945,-0.03400591144633191,0.16296734204227975,0.013849856685848334,1.0,-0.2534569809564861,0.1340445716546844,-0.19956199283394488,0.021558083918261178,0.05601981003730987,0.06646281840387604,0.009547673914198312,-0.15402042701229332
thor_res_std,,-0.14578616776892095,-0.14578616776892092,-0.14578616776892092,-0.14578616776892092,-0.14578616776892092,-0.09792215693373485,0.2733297346698409,0.06981129104615398,0.43740056331752786,-0.03181762315243183,0.5047720574024349,0.2242595660482351,0.4856591469374217,-0.3522469644521061,0.4266272947502887,0.23798797266361146,0.29960716224183487,0.2869692801067938,0.3048235593612598,-0.11187284853789138,0.5481896994940152,-0.01949874655551587,0.11103635712798413,-0.2534569809564861,1.0,-0.03582977473258353,0.7948007447575843,-0.0907979463563462,-0.03332681116645026,0.17044484781575464,-0.126229588702586,0.018203217233653923
abdo_res_mean,,0.0069643989126288944,0.00696439891262889,0.00696439891262889,0.00696439891262889,0.00696439891262889,-0.10133916017393692,0.14588423368564965,-0.06480096161001067,0.06317722240268893,0.0063534915133045275,-0.01302473459502527,-0.013730949613823495,-0.018041840192822182,-0.12245916357631728,0.0044423889138174594,0.09545916746627196,-0.06872304620716845,-0.0676336779188574,-0.06339584052082163,0.003864219432145976,-0.003949090765129237,0.13665304633310169,-0.015814724143148464,0.1340445716546844,-0.03582977473258353,1.0,-0.051967637005748,0.007796644078325003,0.013144439008717642,0.00817561612826259,0.012160285594254477,-0.039002833708369565
abdo_res_std,,-0.1007252844305442,-0.10072528443054418,-0.10072528443054418,-0.10072528443054418,-0.10072528443054418,-0.1713012062532585,0.3165356209858633,0.3917027687502071,0.5467851550259618,0.013502831660903918,0.2836270411018013,0.08162337436295633,0.5303688872414882,-0.3950706766760441,0.5164014604874081,0.4018164564229968,0.5134748311783361,0.47729909866740056,0.5081225127295567,-0.002109521767592547,0.32138999185299344,-0.034833394690023556,-0.02751913789434205,-0.19956199283394488,0.7948007447575843,-0.051967637005748,1.0,-0.034733338362079376,-0.10641574631304399,-0.12562184526181014,0.005375495697865926,0.2669800767192411
sleep_stage_1,,0.034138379252948846,0.03413837925294886,0.03413837925294886,0.03413837925294886,0.03413837925294886,-0.006384503723708476,-0.00869037549862844,0.13042590782205638,0.043223158880595226,-0.003797701873300958,-0.08907943406498159,-0.0523015626516644,-0.03491360356141046,0.010918343123374889,-0.008980361353495656,-0.013742330454014717,0.04437330553026595,-0.045469158719446234,0.03584667062873571,0.027632104895784087,-0.10646709730268755,0.0032428777921468172,-0.05621965372167218,0.021558083918261178,-0.0907979463563462,0.007796644078325003,-0.034733338362079376,1.0,-0.11494017906200507,-0.07842578187365358,-0.06945896817881522,-0.07354236646234666
sleep_stage_2,,0.11428629327268859,0.1142862932726886,0.1142862932726886,0.1142862932726886,0.1142862932726886,0.06565376491378093,-0.07461768703219102,-0.20312039861705714,-0.12132078988712468,0.012871303913034692,-0.1561254170735854,0.10571384979070066,-0.10548243308201012,0.137401721952572,-0.18601004704260038,-0.08501220236830406,-0.353262912274914,-0.06954105339469764,-0.3866921526975489,0.01702056579661132,-0.21408824607165713,-0.035158652144874555,-0.12236655060396644,0.05601981003730987,-0.03332681116645026,0.013144439008717642,-0.10641574631304399,-0.11494017906200507,1.0,-0.41426465200429224,-0.3668996928526715,-0.38846922685677215
sleep_stage_3,,-0.31139544203453046,-0.3113954420345305,-0.3113954420345305,-0.3113954420345305,-0.3113954420345305,0.1143214148304559,-0.08540599304726221,-0.5456388298421668,-0.2446489318440052,-0.057216703722230595,0.4670754049351021,0.14321371313536244,-0.09584261466959713,0.10743469484678465,-0.1705063855236443,-0.07052611507416268,-0.22873368432916202,-0.09549296023371306,-0.18233573103010928,-0.1499468523356245,0.5617422604795431,0.010220486725129325,0.3916398861248939,0.06646281840387604,0.17044484781575464,0.00817561612826259,-0.12562184526181014,-0.07842578187365358,-0.41426465200429224,1.0,-0.2503423564848599,-0.2650596431876191
sleep_stage_r,,0.3601881891048842,0.3601881891048842,0.3601881891048842,0.3601881891048842,0.3601881891048842,-0.15658300011431245,0.053360606102903274,0.2190622745184739,0.16540845608932234,0.00037114684517768206,-0.20695069481545056,0.07311389222314049,-0.12699598707403945,0.08732550674599335,-0.12063690183021668,-0.041241835622166885,0.08783202183121727,-0.02638273018054927,0.12420661109374168,0.02327288320205842,-0.25006264875364187,0.015302322374262989,-0.2795529187729154,0.009547673914198312,-0.126229588702586,0.012160285594254477,0.005375495697865926,-0.06945896817881522,-0.3668996928526715,-0.2503423564848599,1.0,-0.2347540423800594
sleep_stage_w,,-0.17552645095584923,-0.17552645095584918,-0.17552645095584918,-0.17552645095584918,-0.17552645095584918,-0.044941760617019724,0.13089294792027711,0.5544265625332879,0.2259806746473787,0.044780259974573626,-0.06331990039723619,-0.3286807753649673,0.36276754495375774,-0.36659043338333824,0.5225338754132868,0.22120671429897654,0.5655447878387698,0.22546720039319848,0.5259443479003922,0.10253172009730196,-0.043311413999751955,0.016137404662579485,0.03219260158789525,-0.15402042701229332,0.018203217233653923,-0.039002833708369565,0.2669800767192411,-0.07354236646234666,-0.38846922685677215,-0.2650596431876191,-0.2347540423800594,1.0
